Date,ProductID,ProductName,Category,UnitsSold,UnitPrice,IsPromotion,IsHoliday
2025-01-11,P002,Smart Watch,Electronics,66,249.77,True,False
2025-01-12,P002,Smart Watch,Electronics,43,250.11,False,False
2025-01-13,P002,Smart Watch,Electronics,49,268.49,False,False
2025-01-14,P002,Smart Watch,Electronics,44,247.02,False,False
2025-01-15,P002,Smart Watch,Electronics,39,247.85,False,False
2025-01-16,P002,Smart Watch,Electronics,50,245.5,False,False
2025-01-17,P002,Smart Watch,Electronics,43,232.72,False,False
2025-01-18,P002,Smart Watch,Electronics,57,273.46,False,False
2025-01-19,P002,Smart Watch,Electronics,51,259.64,False,False
2025-01-20,P002,Smart Watch,Electronics,52,267.59,False,False
2025-01-21,P002,Smart Watch,Electronics,51,267.97,False,False
2025-01-22,P002,Smart Watch,Electronics,41,240.83,False,False
2025-01-23,P002,Smart Watch,Electronics,47,262.97,False,False
2025-01-24,P002,Smart Watch,Electronics,45,226.79,False,False
2025-01-25,P002,Smart Watch,Electronics,57,256.56,False,False
2025-01-26,P002,Smart Watch,Electronics,45,274.87,False,False
2025-01-27,P002,Smart Watch,Electronics,45,246.7,False,False
2025-01-28,P002,Smart Watch,Electronics,46,256.69,False,False
2025-01-29,P002,Smart Watch,Electronics,32,247.18,False,False
2025-01-30,P002,Smart Watch,Electronics,51,270.17,True,False
2025-01-31,P002,Smart Watch,Electronics,30,264.81,False,False
2025-02-01,P002,Smart Watch,Electronics,47,243.74,False,False
2025-02-02,P002,Smart Watch,Electronics,52,251.56,False,False
2025-02-03,P002,Smart Watch,Electronics,47,264.63,False,False
2025-02-04,P002,Smart Watch,Electronics,40,228.95,False,False
2025-02-05,P002,Smart Watch,Electronics,47,255.99,False,False
2025-02-06,P002,Smart Watch,Electronics,32,270.64,False,False
2025-02-07,P002,Smart Watch,Electronics,30,248.06,False,False
2025-02-08,P002,Smart Watch,Electronics,65,237.77,True,False
2025-02-09,P002,Smart Watch,Electronics,48,265.23,False,False
2025-02-10,P002,Smart Watch,Electronics,38,258.88,False,False
2025-02-11,P002,Smart Watch,Electronics,27,247.09,False,False
2025-02-12,P002,Smart Watch,Electronics,37,254.38,False,False
2025-02-13,P002,Smart Watch,Electronics,31,246.22,False,False
2025-02-14,P002,Smart Watch,Electronics,40,267.27,False,False
2025-02-15,P002,Smart Watch,Electronics,46,244.23,False,False
2025-02-16,P002,Smart Watch,Electronics,39,236.86,False,False
2025-02-17,P002,Smart Watch,Electronics,33,253.74,False,False
2025-02-18,P002,Smart Watch,Electronics,30,239.76,False,False
2025-02-19,P002,Smart Watch,Electronics,35,257.91,False,False
2025-02-20,P002,Smart Watch,Electronics,40,253.3,False,False
2025-02-21,P002,Smart Watch,Electronics,44,262.23,True,False
2025-02-22,P002,Smart Watch,Electronics,44,255.32,False,False
2025-02-23,P002,Smart Watch,Electronics,38,270.21,False,False
2025-02-24,P002,Smart Watch,Electronics,30,264.94,False,False
2025-02-25,P002,Smart Watch,Electronics,33,242.62,False,False
2025-02-26,P002,Smart Watch,Electronics,28,256.04,False,False
2025-02-27,P002,Smart Watch,Electronics,30,261.05,False,False
2025-02-28,P002,Smart Watch,Electronics,26,266.92,False,False
2025-03-01,P002,Smart Watch,Electronics,48,270.17,False,False
2025-03-02,P002,Smart Watch,Electronics,38,240.45,False,False
2025-03-03,P002,Smart Watch,Electronics,28,253.98,False,False
2025-03-04,P002,Smart Watch,Electronics,32,229.51,False,False
2025-03-05,P002,Smart Watch,Electronics,30,262.37,False,False
2025-03-06,P002,Smart Watch,Electronics,29,231.61,False,False
2025-03-07,P002,Smart Watch,Electronics,33,273.57,False,False
2025-03-08,P002,Smart Watch,Electronics,39,270.67,False,False
2025-03-09,P002,Smart Watch,Electronics,32,237.85,False,False
2025-03-10,P002,Smart Watch,Electronics,26,249.09,False,False
2025-03-11,P002,Smart Watch,Electronics,27,262.33,False,False
2025-03-12,P002,Smart Watch,Electronics,17,230.76,False,False
2025-03-13,P002,Smart Watch,Electronics,20,232.04,False,False
2025-03-14,P002,Smart Watch,Electronics,34,268.01,False,False
2025-03-15,P002,Smart Watch,Electronics,41,274.0,False,False
2025-03-16,P002,Smart Watch,Electronics,31,265.23,False,False
2025-03-17,P002,Smart Watch,Electronics,40,264.53,True,False
2025-03-18,P002,Smart Watch,Electronics,28,251.83,False,False
2025-03-19,P002,Smart Watch,Electronics,41,258.64,False,False
2025-03-20,P002,Smart Watch,Electronics,31,254.23,False,False
2025-03-21,P002,Smart Watch,Electronics,25,272.01,False,False
2025-03-22,P002,Smart Watch,Electronics,38,236.69,True,False
2025-03-23,P002,Smart Watch,Electronics,22,269.21,False,False
2025-03-24,P002,Smart Watch,Electronics,26,270.76,False,False
2025-03-25,P002,Smart Watch,Electronics,21,228.16,False,False
2025-03-26,P002,Smart Watch,Electronics,17,270.47,False,False
2025-03-27,P002,Smart Watch,Electronics,21,245.41,False,False
2025-03-28,P002,Smart Watch,Electronics,19,272.31,False,False
2025-03-29,P002,Smart Watch,Electronics,37,249.63,False,False
2025-03-30,P002,Smart Watch,Electronics,33,269.36,False,False
2025-03-31,P002,Smart Watch,Electronics,24,247.68,False,False
2025-04-01,P002,Smart Watch,Electronics,31,262.16,False,False
2025-04-02,P002,Smart Watch,Electronics,24,245.96,False,False
2025-04-03,P002,Smart Watch,Electronics,19,232.73,False,False
2025-04-04,P002,Smart Watch,Electronics,31,229.95,False,False
2025-04-05,P002,Smart Watch,Electronics,30,245.41,False,False
2025-04-06,P002,Smart Watch,Electronics,22,226.64,False,False
2025-04-07,P002,Smart Watch,Electronics,22,247.17,False,False
2025-04-08,P002,Smart Watch,Electronics,18,267.77,False,False
2025-04-09,P002,Smart Watch,Electronics,16,259.28,False,False
2025-04-10,P002,Smart Watch,Electronics,27,273.89,False,False
2025-04-11,P002,Smart Watch,Electronics,32,244.91,False,False
2025-04-12,P002,Smart Watch,Electronics,20,231.11,False,False
2025-04-13,P002,Smart Watch,Electronics,30,247.74,False,False
2025-04-14,P002,Smart Watch,Electronics,19,257.09,False,False
2025-04-15,P002,Smart Watch,Electronics,20,226.07,False,False
2025-04-16,P002,Smart Watch,Electronics,20,237.18,False,False
2025-04-17,P002,Smart Watch,Electronics,18,253.23,False,False
2025-04-18,P002,Smart Watch,Electronics,23,263.26,False,False
2025-04-19,P002,Smart Watch,Electronics,23,235.8,False,False
2025-04-20,P002,Smart Watch,Electronics,29,241.43,False,False
2025-04-21,P002,Smart Watch,Electronics,32,270.03,True,False
2025-04-22,P002,Smart Watch,Electronics,22,267.92,False,False
2025-04-23,P002,Smart Watch,Electronics,18,231.5,False,False
2025-04-24,P002,Smart Watch,Electronics,20,233.72,False,False
2025-04-25,P002,Smart Watch,Electronics,37,226.29,True,False
2025-04-26,P002,Smart Watch,Electronics,31,264.5,False,False
2025-04-27,P002,Smart Watch,Electronics,23,241.19,False,False
2025-04-28,P002,Smart Watch,Electronics,24,227.62,False,False
2025-04-29,P002,Smart Watch,Electronics,28,251.3,False,False
2025-04-30,P002,Smart Watch,Electronics,16,248.81,False,False
2025-05-01,P002,Smart Watch,Electronics,27,250.66,False,False
2025-05-02,P002,Smart Watch,Electronics,21,250.19,False,False
2025-05-03,P002,Smart Watch,Electronics,33,227.17,False,False
2025-05-04,P002,Smart Watch,Electronics,26,268.35,False,False
2025-05-05,P002,Smart Watch,Electronics,16,247.9,False,False
2025-05-06,P002,Smart Watch,Electronics,17,228.04,False,False
2025-05-07,P002,Smart Watch,Electronics,26,245.08,False,False
2025-05-08,P002,Smart Watch,Electronics,27,249.51,False,False
2025-05-09,P002,Smart Watch,Electronics,22,228.67,False,False
2025-05-10,P002,Smart Watch,Electronics,35,255.41,False,False
2025-05-11,P002,Smart Watch,Electronics,24,238.75,False,False
2025-05-12,P002,Smart Watch,Electronics,27,252.42,False,False
2025-05-13,P002,Smart Watch,Electronics,21,274.73,False,False
2025-05-14,P002,Smart Watch,Electronics,24,247.69,False,False
2025-05-15,P002,Smart Watch,Electronics,28,229.96,False,False
2025-05-16,P002,Smart Watch,Electronics,24,267.64,False,False
2025-05-17,P002,Smart Watch,Electronics,32,263.45,False,False
2025-05-18,P002,Smart Watch,Electronics,40,235.75,False,False
2025-05-19,P002,Smart Watch,Electronics,26,236.42,False,False
2025-05-20,P002,Smart Watch,Electronics,34,247.67,False,False
2025-05-21,P002,Smart Watch,Electronics,24,229.75,False,False
2025-05-22,P002,Smart Watch,Electronics,33,258.26,False,False
2025-05-23,P002,Smart Watch,Electronics,38,232.63,False,False
2025-05-24,P002,Smart Watch,Electronics,25,228.36,False,False
2025-05-25,P002,Smart Watch,Electronics,33,229.66,False,False
2025-05-26,P002,Smart Watch,Electronics,34,261.94,False,False
2025-05-27,P002,Smart Watch,Electronics,31,252.82,False,False
2025-05-28,P002,Smart Watch,Electronics,34,253.08,False,False
2025-05-29,P002,Smart Watch,Electronics,29,231.11,False,False
2025-05-30,P002,Smart Watch,Electronics,33,258.27,False,False
2025-05-31,P002,Smart Watch,Electronics,39,268.4,False,False
2025-06-01,P002,Smart Watch,Electronics,46,273.42,False,False
2025-06-02,P002,Smart Watch,Electronics,35,242.58,False,False
2025-06-03,P002,Smart Watch,Electronics,36,235.64,False,False
2025-06-04,P002,Smart Watch,Electronics,32,236.21,False,False
2025-06-05,P002,Smart Watch,Electronics,32,267.27,False,False
2025-06-06,P002,Smart Watch,Electronics,33,263.13,False,False
2025-06-07,P002,Smart Watch,Electronics,45,265.36,False,False
2025-06-08,P002,Smart Watch,Electronics,41,273.73,False,False
2025-06-09,P002,Smart Watch,Electronics,38,255.68,False,False
2025-06-10,P002,Smart Watch,Electronics,47,226.31,False,False
2025-06-11,P002,Smart Watch,Electronics,41,266.47,False,False
2025-06-12,P002,Smart Watch,Electronics,35,234.02,False,False
2025-06-13,P002,Smart Watch,Electronics,43,240.45,False,False
2025-06-14,P002,Smart Watch,Electronics,43,225.31,False,False
2025-06-15,P002,Smart Watch,Electronics,36,253.32,False,False
2025-06-16,P002,Smart Watch,Electronics,33,232.09,False,False
2025-06-17,P002,Smart Watch,Electronics,29,226.53,False,False
2025-06-18,P002,Smart Watch,Electronics,37,235.76,False,False
2025-06-19,P002,Smart Watch,Electronics,39,242.04,False,False
2025-06-20,P002,Smart Watch,Electronics,48,261.08,False,False
2025-06-21,P002,Smart Watch,Electronics,49,253.38,False,False
2025-06-22,P002,Smart Watch,Electronics,47,227.63,False,False
2025-06-23,P002,Smart Watch,Electronics,44,255.89,False,False
2025-06-24,P002,Smart Watch,Electronics,29,238.61,False,False
2025-06-25,P002,Smart Watch,Electronics,42,249.28,False,False
2025-06-26,P002,Smart Watch,Electronics,45,238.66,False,False
2025-06-27,P002,Smart Watch,Electronics,34,230.69,False,False
2025-06-28,P002,Smart Watch,Electronics,55,239.16,False,False
2025-06-29,P002,Smart Watch,Electronics,51,249.33,False,False
2025-06-30,P002,Smart Watch,Electronics,39,227.27,False,False
2025-07-01,P002,Smart Watch,Electronics,62,254.97,True,False
2025-07-02,P002,Smart Watch,Electronics,53,240.07,False,False
2025-07-03,P002,Smart Watch,Electronics,43,231.86,False,False
2025-07-04,P002,Smart Watch,Electronics,60,241.41,True,False
2025-07-05,P002,Smart Watch,Electronics,48,262.35,False,False
2025-07-06,P002,Smart Watch,Electronics,46,244.01,False,False
2025-07-07,P002,Smart Watch,Electronics,46,250.01,False,False
2025-07-08,P002,Smart Watch,Electronics,38,265.31,False,False
2025-07-09,P002,Smart Watch,Electronics,60,268.09,True,False
2025-07-10,P002,Smart Watch,Electronics,40,225.94,False,False
2025-07-11,P002,Smart Watch,Electronics,45,268.11,False,False
2025-07-12,P002,Smart Watch,Electronics,53,253.67,False,False
2025-07-13,P002,Smart Watch,Electronics,56,245.88,False,False
2025-07-14,P002,Smart Watch,Electronics,40,226.04,False,False
2025-07-15,P002,Smart Watch,Electronics,41,265.07,False,False
2025-07-16,P002,Smart Watch,Electronics,38,266.6,False,False
2025-07-17,P002,Smart Watch,Electronics,40,229.41,False,False
2025-07-18,P002,Smart Watch,Electronics,44,237.17,False,False
2025-07-19,P002,Smart Watch,Electronics,55,251.2,False,False
2025-07-20,P002,Smart Watch,Electronics,46,240.51,False,False
2025-07-21,P002,Smart Watch,Electronics,47,241.65,False,False
2025-07-22,P002,Smart Watch,Electronics,49,250.52,False,False
2025-07-23,P002,Smart Watch,Electronics,44,250.5,False,False
2025-07-24,P002,Smart Watch,Electronics,51,242.47,False,False
2025-07-25,P002,Smart Watch,Electronics,38,265.95,False,False
2025-07-26,P002,Smart Watch,Electronics,44,236.81,False,False
2025-07-27,P002,Smart Watch,Electronics,41,234.86,False,False
2025-07-28,P002,Smart Watch,Electronics,49,263.01,False,False
2025-07-29,P002,Smart Watch,Electronics,44,233.86,False,False
2025-07-30,P002,Smart Watch,Electronics,41,249.71,False,False
2025-07-31,P002,Smart Watch,Electronics,42,262.99,False,False
2025-08-01,P002,Smart Watch,Electronics,35,271.21,False,False
2025-08-02,P002,Smart Watch,Electronics,61,256.76,False,False
2025-08-03,P002,Smart Watch,Electronics,49,268.21,False,False
2025-08-04,P002,Smart Watch,Electronics,40,232.55,False,False
2025-08-05,P002,Smart Watch,Electronics,43,247.11,False,False
2025-08-06,P002,Smart Watch,Electronics,42,238.73,False,False
2025-08-07,P002,Smart Watch,Electronics,40,250.37,False,False
2025-08-08,P002,Smart Watch,Electronics,35,247.6,False,False
2025-08-09,P002,Smart Watch,Electronics,49,266.58,False,False
2025-08-10,P002,Smart Watch,Electronics,56,268.21,False,False
2025-08-11,P002,Smart Watch,Electronics,45,255.75,False,False
2025-08-12,P002,Smart Watch,Electronics,46,248.14,False,False
2025-08-13,P002,Smart Watch,Electronics,35,264.59,False,False
2025-08-14,P002,Smart Watch,Electronics,32,247.49,False,False
2025-08-15,P002,Smart Watch,Electronics,36,257.59,False,False
2025-08-16,P002,Smart Watch,Electronics,44,248.78,False,False
2025-08-17,P002,Smart Watch,Electronics,49,228.09,False,False
2025-08-18,P002,Smart Watch,Electronics,28,269.96,False,False
2025-08-19,P002,Smart Watch,Electronics,43,260.72,False,False
2025-08-20,P002,Smart Watch,Electronics,35,233.63,False,False
2025-08-21,P002,Smart Watch,Electronics,33,246.89,False,False
2025-08-22,P002,Smart Watch,Electronics,30,251.14,False,False
2025-08-23,P002,Smart Watch,Electronics,33,243.64,False,False
2025-08-24,P002,Smart Watch,Electronics,45,245.44,False,False
2025-08-25,P002,Smart Watch,Electronics,34,254.89,False,False
2025-08-26,P002,Smart Watch,Electronics,27,257.37,False,False
2025-08-27,P002,Smart Watch,Electronics,26,229.73,False,False
2025-08-28,P002,Smart Watch,Electronics,31,239.21,False,False
2025-08-29,P002,Smart Watch,Electronics,41,257.83,False,False
2025-08-30,P002,Smart Watch,Electronics,37,268.66,False,False
2025-08-31,P002,Smart Watch,Electronics,30,254.14,False,False
2025-09-01,P002,Smart Watch,Electronics,30,242.49,False,False
2025-09-02,P002,Smart Watch,Electronics,30,259.92,False,False
2025-09-03,P002,Smart Watch,Electronics,17,254.75,False,False
2025-09-04,P002,Smart Watch,Electronics,30,240.48,False,False
2025-09-05,P002,Smart Watch,Electronics,29,264.58,False,False
2025-09-06,P002,Smart Watch,Electronics,39,258.51,False,False
2025-09-07,P002,Smart Watch,Electronics,44,261.94,False,False
2025-09-08,P002,Smart Watch,Electronics,35,251.32,False,False
2025-09-09,P002,Smart Watch,Electronics,27,246.17,False,False
2025-09-10,P002,Smart Watch,Electronics,23,243.13,False,False
2025-09-11,P002,Smart Watch,Electronics,41,235.71,False,False
2025-09-12,P002,Smart Watch,Electronics,28,249.31,False,False
2025-09-13,P002,Smart Watch,Electronics,33,231.88,False,False
2025-09-14,P002,Smart Watch,Electronics,32,267.22,False,False
2025-09-15,P002,Smart Watch,Electronics,28,263.54,False,False
2025-09-16,P002,Smart Watch,Electronics,37,269.18,True,False
2025-09-17,P002,Smart Watch,Electronics,23,241.84,False,False
2025-09-18,P002,Smart Watch,Electronics,23,231.55,False,False
2025-09-19,P002,Smart Watch,Electronics,26,233.11,False,False
2025-09-20,P002,Smart Watch,Electronics,28,263.55,False,False
2025-09-21,P002,Smart Watch,Electronics,27,233.28,False,False
2025-09-22,P002,Smart Watch,Electronics,26,245.54,False,False
2025-09-23,P002,Smart Watch,Electronics,23,236.88,False,False
2025-09-24,P002,Smart Watch,Electronics,32,239.25,False,False
2025-09-25,P002,Smart Watch,Electronics,11,247.45,False,False
2025-09-26,P002,Smart Watch,Electronics,30,240.47,False,False
2025-09-27,P002,Smart Watch,Electronics,35,248.45,False,False
2025-09-28,P002,Smart Watch,Electronics,18,243.39,False,False
2025-09-29,P002,Smart Watch,Electronics,22,274.22,False,False
2025-09-30,P002,Smart Watch,Electronics,22,239.09,False,False
2025-10-01,P002,Smart Watch,Electronics,16,251.37,False,False
2025-10-02,P002,Smart Watch,Electronics,19,265.84,False,False
2025-10-03,P002,Smart Watch,Electronics,18,231.92,False,False
2025-10-04,P002,Smart Watch,Electronics,36,257.06,False,False
2025-10-05,P002,Smart Watch,Electronics,32,252.73,False,False
2025-10-06,P002,Smart Watch,Electronics,29,267.29,False,False
2025-10-07,P002,Smart Watch,Electronics,26,239.25,False,False
2025-10-08,P002,Smart Watch,Electronics,17,238.64,False,False
2025-10-09,P002,Smart Watch,Electronics,20,232.37,False,False
2025-10-10,P002,Smart Watch,Electronics,25,272.32,False,False
2025-10-11,P002,Smart Watch,Electronics,21,247.56,False,False
2025-10-12,P002,Smart Watch,Electronics,31,226.33,False,False
2025-10-13,P002,Smart Watch,Electronics,21,250.1,False,False
2025-10-14,P002,Smart Watch,Electronics,21,274.73,False,False
2025-10-15,P002,Smart Watch,Electronics,26,226.41,False,False
2025-10-16,P002,Smart Watch,Electronics,25,266.96,False,False
2025-10-17,P002,Smart Watch,Electronics,21,264.57,False,False
2025-10-18,P002,Smart Watch,Electronics,33,239.34,False,False
2025-10-19,P002,Smart Watch,Electronics,22,259.8,False,False
2025-10-20,P002,Smart Watch,Electronics,26,260.28,False,False
2025-10-21,P002,Smart Watch,Electronics,26,225.26,False,False
2025-10-22,P002,Smart Watch,Electronics,21,237.8,False,False
2025-10-23,P002,Smart Watch,Electronics,25,252.44,False,False
2025-10-24,P002,Smart Watch,Electronics,17,251.39,False,False
2025-10-25,P002,Smart Watch,Electronics,33,239.41,False,False
2025-10-26,P002,Smart Watch,Electronics,27,227.39,False,False
2025-10-27,P002,Smart Watch,Electronics,21,264.69,False,False
2025-10-28,P002,Smart Watch,Electronics,29,230.54,False,False
2025-10-29,P002,Smart Watch,Electronics,30,254.84,True,False
2025-10-30,P002,Smart Watch,Electronics,17,250.77,False,False
2025-10-31,P002,Smart Watch,Electronics,17,232.18,False,False
2025-11-01,P002,Smart Watch,Electronics,33,255.74,False,False
2025-11-02,P002,Smart Watch,Electronics,23,245.83,False,False
2025-11-03,P002,Smart Watch,Electronics,34,229.28,False,False
2025-11-04,P002,Smart Watch,Electronics,15,228.38,False,False
2025-11-05,P002,Smart Watch,Electronics,34,250.37,False,False
2025-11-06,P002,Smart Watch,Electronics,27,252.71,False,False
2025-11-07,P002,Smart Watch,Electronics,26,248.51,False,False
2025-11-08,P002,Smart Watch,Electronics,29,274.05,False,False
2025-11-09,P002,Smart Watch,Electronics,34,225.81,False,False
2025-11-10,P002,Smart Watch,Electronics,27,242.24,False,False
2025-11-11,P002,Smart Watch,Electronics,33,256.41,False,False
2025-11-12,P002,Smart Watch,Electronics,28,261.76,False,False
2025-11-13,P002,Smart Watch,Electronics,28,227.22,False,False
2025-11-14,P002,Smart Watch,Electronics,26,265.68,False,False
2025-11-15,P002,Smart Watch,Electronics,34,263.96,False,False
2025-11-16,P002,Smart Watch,Electronics,36,259.77,False,False
2025-11-17,P002,Smart Watch,Electronics,20,265.57,False,False
2025-11-18,P002,Smart Watch,Electronics,23,263.81,False,False
2025-11-19,P002,Smart Watch,Electronics,45,239.67,True,False
2025-11-20,P002,Smart Watch,Electronics,43,234.97,True,False
2025-11-21,P002,Smart Watch,Electronics,29,271.67,False,False
2025-11-22,P002,Smart Watch,Electronics,37,274.46,False,False
2025-11-23,P002,Smart Watch,Electronics,39,237.67,False,False
2025-11-24,P002,Smart Watch,Electronics,29,234.56,False,False
2025-11-25,P002,Smart Watch,Electronics,28,264.04,False,False
2025-11-26,P002,Smart Watch,Electronics,33,241.6,False,False
2025-11-27,P002,Smart Watch,Electronics,27,243.4,False,False
2024-11-27,P003,Running Shoes,Apparel,40,130.96,False,False
2024-11-28,P003,Running Shoes,Apparel,29,112.48,False,False
2024-11-29,P003,Running Shoes,Apparel,43,116.82,False,False
2024-11-30,P003,Running Shoes,Apparel,47,114.4,False,False
2024-12-01,P003,Running Shoes,Apparel,46,118.19,False,False
2024-12-02,P003,Running Shoes,Apparel,42,131.88,False,False
2024-12-03,P003,Running Shoes,Apparel,46,115.05,False,False
2024-12-04,P003,Running Shoes,Apparel,43,115.87,False,False
2024-12-05,P003,Running Shoes,Apparel,29,118.7,False,False
2024-12-06,P003,Running Shoes,Apparel,31,112.0,False,False
2024-12-07,P003,Running Shoes,Apparel,43,118.73,False,False
2024-12-08,P003,Running Shoes,Apparel,46,129.88,False,False
2024-12-09,P003,Running Shoes,Apparel,41,118.44,False,False
2024-12-10,P003,Running Shoes,Apparel,35,127.0,False,False
2024-12-11,P003,Running Shoes,Apparel,39,124.11,False,False
2024-12-12,P003,Running Shoes,Apparel,35,120.31,False,False
2024-12-13,P003,Running Shoes,Apparel,51,111.84,True,False
2024-12-14,P003,Running Shoes,Apparel,40,128.37,False,False
2024-12-15,P003,Running Shoes,Apparel,42,118.52,False,False
2024-12-16,P003,Running Shoes,Apparel,33,113.66,False,False
2024-12-17,P003,Running Shoes,Apparel,35,116.69,False,False
2024-12-18,P003,Running Shoes,Apparel,45,108.78,False,False
2024-12-19,P003,Running Shoes,Apparel,35,118.8,False,False
2024-12-20,P003,Running Shoes,Apparel,53,118.65,False,False
2024-12-21,P003,Running Shoes,Apparel,76,111.3,False,True
2024-12-22,P003,Running Shoes,Apparel,75,115.55,False,True
2024-12-23,P003,Running Shoes,Apparel,82,131.05,True,True
2024-12-24,P003,Running Shoes,Apparel,66,112.47,False,True
2024-12-25,P003,Running Shoes,Apparel,60,129.93,False,True
2024-12-26,P003,Running Shoes,Apparel,63,126.6,False,True
2024-12-27,P003,Running Shoes,Apparel,76,113.15,False,True
2024-12-28,P003,Running Shoes,Apparel,76,124.66,False,True
2024-12-29,P003,Running Shoes,Apparel,83,112.8,False,True
2024-12-30,P003,Running Shoes,Apparel,61,109.78,False,True
2024-12-31,P003,Running Shoes,Apparel,65,125.12,False,True
2025-01-01,P003,Running Shoes,Apparel,52,127.45,False,False
2025-01-02,P003,Running Shoes,Apparel,41,131.68,False,False
2025-01-03,P003,Running Shoes,Apparel,53,125.03,False,False
2025-01-04,P003,Running Shoes,Apparel,57,114.97,False,False
2025-01-05,P003,Running Shoes,Apparel,51,111.78,False,False
2025-01-06,P003,Running Shoes,Apparel,48,124.81,False,False
2025-01-07,P003,Running Shoes,Apparel,50,116.68,False,False
2025-01-08,P003,Running Shoes,Apparel,49,131.64,False,False
2025-01-09,P003,Running Shoes,Apparel,38,113.68,False,False
2025-01-10,P003,Running Shoes,Apparel,43,116.66,False,False
2025-01-11,P003,Running Shoes,Apparel,55,119.22,False,False
2025-01-12,P003,Running Shoes,Apparel,56,111.11,False,False
2025-01-13,P003,Running Shoes,Apparel,51,109.58,False,False
2025-01-14,P003,Running Shoes,Apparel,49,125.21,False,False
2025-01-15,P003,Running Shoes,Apparel,42,117.86,False,False
2025-01-16,P003,Running Shoes,Apparel,50,121.8,False,False
2025-01-17,P003,Running Shoes,Apparel,52,115.61,False,False
2025-01-18,P003,Running Shoes,Apparel,62,119.18,False,False
2025-01-19,P003,Running Shoes,Apparel,65,111.08,False,False
2025-01-20,P003,Running Shoes,Apparel,54,121.23,False,False
2025-01-21,P003,Running Shoes,Apparel,53,126.43,False,False
2025-01-22,P003,Running Shoes,Apparel,50,120.07,False,False
2025-01-23,P003,Running Shoes,Apparel,43,127.95,False,False
2025-01-24,P003,Running Shoes,Apparel,53,115.3,False,False
2025-01-25,P003,Running Shoes,Apparel,63,130.43,False,False
2025-01-26,P003,Running Shoes,Apparel,64,130.74,False,False
2025-01-27,P003,Running Shoes,Apparel,46,114.82,False,False
2025-01-28,P003,Running Shoes,Apparel,47,112.71,False,False
2025-01-29,P003,Running Shoes,Apparel,58,114.59,False,False
2025-01-30,P003,Running Shoes,Apparel,53,122.75,False,False
2025-01-31,P003,Running Shoes,Apparel,57,123.38,False,False
2025-02-01,P003,Running Shoes,Apparel,65,121.94,False,False
2025-02-02,P003,Running Shoes,Apparel,65,122.99,False,False
2025-02-03,P003,Running Shoes,Apparel,59,116.1,False,False
2025-02-04,P003,Running Shoes,Apparel,52,108.99,False,False
2025-02-05,P003,Running Shoes,Apparel,55,109.95,False,False
2025-02-06,P003,Running Shoes,Apparel,53,126.5,False,False
2025-02-07,P003,Running Shoes,Apparel,53,113.06,False,False
2025-02-08,P003,Running Shoes,Apparel,92,122.83,True,False
2025-02-09,P003,Running Shoes,Apparel,68,129.34,False,False
2025-02-10,P003,Running Shoes,Apparel,53,123.41,False,False
2025-02-11,P003,Running Shoes,Apparel,62,113.88,False,False
2025-02-12,P003,Running Shoes,Apparel,52,117.75,False,False
2025-02-13,P003,Running Shoes,Apparel,55,124.53,False,False
2025-02-14,P003,Running Shoes,Apparel,54,117.97,False,False
2025-02-15,P003,Running Shoes,Apparel,75,116.16,False,False
2025-02-16,P003,Running Shoes,Apparel,69,128.68,False,False
2025-02-17,P003,Running Shoes,Apparel,62,131.71,False,False
2025-02-18,P003,Running Shoes,Apparel,50,117.57,False,False
2025-02-19,P003,Running Shoes,Apparel,58,120.36,False,False
2025-02-20,P003,Running Shoes,Apparel,62,113.8,False,False
2025-02-21,P003,Running Shoes,Apparel,58,118.79,False,False
2025-02-22,P003,Running Shoes,Apparel,74,109.21,False,False
2025-02-23,P003,Running Shoes,Apparel,66,128.74,False,False
2025-02-24,P003,Running Shoes,Apparel,64,131.1,False,False
2025-02-25,P003,Running Shoes,Apparel,69,127.52,False,False
2025-02-26,P003,Running Shoes,Apparel,56,125.31,False,False
2025-02-27,P003,Running Shoes,Apparel,55,111.82,False,False
2025-02-28,P003,Running Shoes,Apparel,65,119.2,False,False
2025-03-01,P003,Running Shoes,Apparel,77,119.94,False,False
2025-03-02,P003,Running Shoes,Apparel,66,117.44,False,False
2025-03-03,P003,Running Shoes,Apparel,55,113.78,False,False
2025-03-04,P003,Running Shoes,Apparel,56,109.17,False,False
2025-03-05,P003,Running Shoes,Apparel,51,122.34,False,False
2025-03-06,P003,Running Shoes,Apparel,53,124.14,False,False
2025-03-07,P003,Running Shoes,Apparel,52,108.2,False,False
2025-03-08,P003,Running Shoes,Apparel,65,111.21,False,False
2025-03-09,P003,Running Shoes,Apparel,68,116.78,False,False
2025-03-10,P003,Running Shoes,Apparel,58,109.09,False,False
2025-03-11,P003,Running Shoes,Apparel,64,121.48,False,False
2025-03-12,P003,Running Shoes,Apparel,52,114.93,False,False
2025-03-13,P003,Running Shoes,Apparel,61,118.81,False,False
2025-03-14,P003,Running Shoes,Apparel,55,127.81,False,False
2025-03-15,P003,Running Shoes,Apparel,67,122.67,False,False
2025-03-16,P003,Running Shoes,Apparel,71,110.32,False,False
2025-03-17,P003,Running Shoes,Apparel,50,131.68,False,False
2025-03-18,P003,Running Shoes,Apparel,57,116.77,False,False
2025-03-19,P003,Running Shoes,Apparel,56,122.46,False,False
2025-03-20,P003,Running Shoes,Apparel,80,108.97,True,False
2025-03-21,P003,Running Shoes,Apparel,56,125.13,False,False
